Prompt Number,Model Name,Gravity (Score),Gravity (Explanation),Support and Balance (Score),Support and Balance (Explanation),Containment (Score),Containment (Explanation),Occlusion & Perspective (Score),Occlusion & Perspective (Explanation),Deformation & Materials (Score),Deformation & Materials (Explanation),Causal Logic (Score),Causal Logic (Explanation),Spatial Relationship (Score),Spatial Relationship (Explanation),Object Count (Score),Object Count (Explanation),Object Identity (Score),Object Identity (Explanation),Size & Proportion (Score),Size & Proportion (Explanation),Consistency (Score),Consistency (Explanation),"Shadows, Lighting, Detail (Score)","Shadows, Lighting, Detail (Explanation)",Entity Interactions (Score),Entity Interactions (Explanation),Literal Interpretation (Score),Literal Interpretation (Explanation),Conceptual Understanding (Score),Conceptual Understanding (Explanation),Total,Maximum,Score (%)
42,SD3 Med,2,Gravity is followed,2,Balanced structure,1,"Both water and fish is mostly contained in the glass, top fish seems to be out of water and glass",1,Realistic reflections and depth is not realistic,2,Glass and water,2,Aquarium made of glass,2,Realistic arrangements ,2,Some fish + Some water plants + Soil + Water + Glass aquarium,1,Some fishes not fully rendered with all parts. Fish and plants as expected.,2,Realistic sizing,0,Fish not fully rendered leads to inconsistency. All fish going to same direction also is unrealistic,2,Realistic,1,Water is too still,2,Some fish in an aquarium is rendered,2,No unrealistic overlaps etc happen,24,30,80
43,Dalle3,1,Gravity is followed but not stable,0,Realistic slanting but no support,2,Water is well contained,2,Realistic,2,Glass and water,1,The swirl is unrealistic,2,Realistic arrangements ,2,Glass + Water,2,Realistic glass and water,2,Realistic sizing,1,Swirl is unrealistic even if the glass movement was sudden,0,Unrealistic shadows,2,Water movement on glass’s movement to a slanting position,2,Slanted glass in terms of angle half-filled with water,2,Water movement in the glass with the change in position of the glass,23,30,76.6666666666667
43,Gemini 2.5 Flash,1,Gravity is followed but not stable,0,Realistic slanting but no support,2,Water is well contained,2,Realistic,2,Glass and water,1,Water is almost parallel to the surface which is realistic but this position is actually unbalanced,2,Realistic arrangements ,2,Glass + Water,2,Realistic glass and water,2,Realistic sizing,2,Realistic,0,Unrealistic shadows,2,Water movement on glass’s movement to a slanting position,2,Slanted glass in terms of angle half-filled with water,2,Water movement in the glass with the change in position of the glass,24,30,80
43,SD3 Med,2,Gravity is followed,2,Glass is upright,0,No water,2,Realistic,1,Glass,0,"No water, no slanting position",2,Realistic arrangements ,1,Glass but no water,1,Glass but it doesn’t have any water,1,Proportions of the glass is unrealistic,0,"No water, no shadows, unrealistic shape",0,Unrealistic shadows,0,No entities for interaction,0,Glass in upright position and no water,0,No water and no glass’s position change,12,30,40
44,GPT-4o,2,Gravity is followed,2,Balanced structure,N/A,,2,Realistic,2,"Realistic metallic nut, bolt and wrench",0,"No hands, the wrench is passing through the nut",0,Wrench passing through the nut instead of being around the bolt horizontally,2,"Nut, bolt and wrench",1,"Nut and bolt looks realistic, however, the wrench is passing through the nut",2,Realistic,1,Wrench passing through the nut,2,Realistic,1,No tightening happening,1,"Tightening is not properly shown, however the nut, bolt and a wrench for the requested image",0,"For tightening to happen, the spanner or wrench is supposed to around the bolt horizontally",18,28,64.2857142857143
44,Gemini 2.5 Flash,2,Gravity is followed,2,Balanced structure,N/A,,2,Realistic,2,"Realistic metallic nut, bolt, wrench and fingers",0,Hands on the wrench only rather than having some hold of the nut as well,0,Wrench isn’t around the bolt horizontally,2,"Nut, bolt and wrench",1,"Nut and bolt looks realistic, however, the wrench is fully wrapped around the nut/bolt",2,Realistic,2,Realistic,2,Realistic,1,No tightening happening,1,"Tightening is not properly shown, however the nut, bolt and a wrench for the requested image",0,"For tightening to happen, the spanner or wrench is supposed to around the bolt horizontally",19,28,67.8571428571429
44,SD3 Med,2,Gravity is followed,2,Balanced structure,N/A,,2,Realistic,0,"Nut, bolt and threadings of the nut are unrealistic. Fingers also look unrealistic.",0,Nut and bolt tightening doesn’t happen this way,0,Illogical arrangement of nuts and bolts,0,"No fully defined single nut, bolt and wrench visible",1,Bolts are seen but no proper nut or wrench visible,2,Realistic,0,Unrealistic as some ends are solders or fitted together,0,No shadows,0,No proper interactions,0,No nut properly visible,0,"No understanding of what nut, bolt and their relationship is and how it can be tightened",9,28,32.1428571428571
45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,
46,GPT-4o,2,Gravity is followed,1,Balanced but realistically balancing of plates on top sandwiches is not possible,2,All sandwiches are contained in the plates,2,Realistic,2,Realistic plates and prepared food items,1,6 plates of sandwich stacked on top of each other is unrealistic,1,"3 sandwich on the same plate, and some random slices",0,Incorrect number of plates and sandwiches,2,Plates and sandwiches look realistic,2,Realistic,1,Some random pieces of bread in between the plates of sandwiches,2,Realistic,0,The plates are sitting on top of the sandwiches in a very stable manner which is unrealistic,1,"Incorrect number of sandwiches/plates, but holding in one hand",0,6 plates of sandwiches to be held by one hand is not a stable structure,19,30,63.3333333333333
46,Gemini 2.5 Flash,2,Gravity is followed,1,Balanced but realistically balancing of plates on top sandwiches is not possible,2,All sandwiches are contained in the plates,2,Realistic,2,Realistic plates and prepared food items,1,6 plates of sandwich stacked on top of each other is unrealistic,2,Arrangement is realistic within the plates,1,6 plates but the contents aren’t sandwiches,1,Plates are realistic but each plate doesn’t have sandwiches necessarily,2,Realistic,2,Realistic,2,Realistic,2,Realistic as the plates seem wobbly,2,6 plates of sandwich in one hand,2,6 plates of sandwiches to be held by one hand is not a stable structure. It showed the wobbly nature,26,30,86.6666666666667
46,SD3 Med,2,Gravity is followed,1,Balanced but realistically balancing of plates on top sandwiches is not possible,2,All sandwiches are contained in the plates,2,Realistic,2,Realistic plates and prepared food items,1,No indication of 6 plates,1,Random slice of bread and there’s some slightly off the plate,0,1 plate and incorrect number of sandwiches,1,Plate and sandwiches looks realistic however not the fingers,2,Realistic,1,"Sandwiches seem to contain same ingredient- meat, lettuce, cheese, toasted bread but the sandwiches look unrealistic",2,Realistic,0,Person is holding one plate,0,Ambiguous number of sandwiches in a single plate held by two hands,0,6 plates of sandwiches to be held by one hand is not a stable structure,17,30,56.6666666666667
47,Dalle3,2,Gravity is followed,N/A,,1,Water splash is surrounded by calm water which looks unrealistic,2,Realistic,2,"Realistic water, rocket, fire",0,Doesn't look like the rocket is falling down rather flying out from middle of the sea,0,Rocket is up in the sky,2,Rocket and sea,2,Rocket is realistic and sea looks realistic,1,Smoke and and splashes are unproportioned and unrealistic,1,Splashes and smokes are inconsistent with the water around,0,Unrealistic lighting and detailing on the water and smokes,0,Water and smokes reaction is unrealistic,1,Rocket is shown but not falling,0,Rocket falling into the sea wouldn’t be having a blast of fire and smokes around. It looks like the rocket just shot from middle of the sea.,14,28,50
47,GPT-4o,2,Gravity is followed,N/A,,2,Water is contained,2,Realistic,2,"Realistic water, rocket",2,"Realistic effect of rocket touching the sea, but realistically it’s too upright",2,Realistic and logical for the rocket falling,2,Rocket and sea,2,Rocket is realistic and sea looks realistic,2,Realistic,2,Consistent,2,Realistic,2,Realistic interaction,2,"Rocket is shown falling, no fire, just splashes, wear and tear on the rocket",1,Rocket falling into the sea wouldn't be having a blast below. It looks like a safe landing rather than falling.,27,28,96.4285714285714
47,Gemini 2.5 Flash,2,Gravity is followed,N/A,,2,Water is contained,2,Realistic,2,"Realistic water, rocket, fire",2,Realistic falling effect and damage on the rocket,2,Realistic and logical for the rocket falling,2,Rocket and sea,2,Rocket is realistic and sea looks realistic,2,Realistic,2,Consistent,2,Realistic,2,Realistic interaction,2,"Rocket is shown falling, no fire, just splashes, damage on the rocket",2,Understood that falling of the rocket in middle of the sea likely due to a damage and wouldn’t fall upright ,28,28,100
47,SD3 Med,1,Water floating,N/A,,1,Water is unrealistic splashing and floating,2,Realistic,2,"Realistic water, rocket, fire",0,Doesn't look like the rocket is falling down rather flying out from middle of the sea,0,Rocket is up in the sky,2,Rocket and sea,1,Rocket is not realistic and sea looks realistic,2,Realistic,0,Smokes is inconsistent,1,"Somewhat realistic lighting however, the reflection on the water is unrealistic.",0,Water and smokes reaction is unrealistic,1,Rocket is shown but not falling,0,Rocket falling into the sea wouldn’t be having a blast of fire and smokes around. It looks like the rocket just shot from middle of the sea.,13,28,46.4285714285714
48,Dalle3,2,Gravity is followed,2,Glass is upright,2,Liquids are well contained in the glass without any overflowing,2,Realistic,0,"No difference between the textures of oil and water, just color. The two liquids have different density- oil is supposed to float on top of water.",0,Oil is supposed to float on top of water.,N/A,,2,"Oil, Water and Glass",0,No difference in water and oil in the image,1,Not half-filled,0,"The reflections on the glass, the shadow left on the surface and exactly two bubbles in each liquid is unrealistic",1,"Lighting is realistic, shadow isn’t",0,Unrealistic interaction between oil and water,1,Glass contains oil and water however not half-filled,0,Oil floats on top of water due to their differences in density.,13,28,46.4285714285714
48,GPT-4o,2,Gravity is followed,2,Glass is upright,2,Liquids are well contained in the glass without any overflowing,2,Realistic,2,"Textures of oil and water are different, not just color. The two liquids have different density- oil is floating on top of water.",2,The two liquids have different density- oil is floating on top of water.,N/A,,2,"Oil, Water and Glass",2,Clearly distinguishable difference between oil and water,1,Not half-filled,2,Realistic as there are bubbles inside oil,0,Unrealistic shadows,2,Realistic interaction between water and oil,1,Glass contains oil and water however not half-filled,2,Oil floats on top of water due to their differences in density.,24,28,85.7142857142857
48,Gemini 2.5 Flash,2,Gravity is followed,2,Glass is upright,2,Liquids are well contained in the glass without any overflowing,2,Realistic,2,"Textures of oil and water are different, not just color. The two liquids have different density- oil is floating on top of water.",2,The two liquids have different density- oil is floating on top of water.,N/A,,2,"Oil, Water and Glass",2,Clearly distinguishable difference between oil and water,1,Not half-filled,2,Realistic as there color and opacity has changed from water to oil,1,"Lighting is realistic, shadow isn’t",2,Realistic interaction between water and oil,1,Glass contains oil and water however not half-filled,2,Oil floats on top of water due to their differences in density.,25,28,89.2857142857143
48,SD3 Med,2,Gravity is followed,2,Glasses are upright,2,Liquids are well contained in the two glasses without any overflowing,2,"Realistic, with the background slightly blurred and out of focus",0,"Layer or film on top of yellow liquid just floating, doesn’t show properties of oil or water",0,No indication of two different liquids being in the same glass,N/A,,0,2 glasses one with yellow liquid and another with transparent liquid,0,No difference in water and oil in the image,1,Not half-filled,0,The film/layer on top and the glass in the background is unrealistic,0,Unrealistic shadow/reflection,0,No interaction,0,Not half-filled or no presence of two liquids in the same glass,0,Oil floats on top of water due to their differences in density.,9,28,32.1428571428571
49,Dalle3,2,Gravity is followed,2,Stable and balanced stack of books,N/A,,2,Realistic,2,Realistic books and table surface,0,Books are stacked decreasing size as you go up,0,Middle book is not bigger than the ones nearby,0,4 books instead of 3,2,All look like books,1,All books are realistically sized but doesn’t follow the “middle book is larger than others”,2,Realistic,2,Realistic,2,Stack of books looks realistic,0,4 books and didn’t follow that middle book to be larger than the ones above and below,0,Size comparison includes others in the nearest neighbors,17,28,60.7142857142857
